meeting_id,part_id,chan_id,start,end,length,type,laugh_type
Bdb001,me011,chan3,9.798,11.268,1.4700000000000006,laugh,laugh
Bdb001,mn017,chan1,52.547,56.129,3.5820000000000007,laugh,laugh
Bdb001,fe016,chanB,52.547,56.129,3.5820000000000007,laugh,laugh
Bdb001,fe016,chanB,55.324,57.835,2.511000000000003,laugh,laugh
Bdb001,me011,chan3,55.324,57.835,2.511000000000003,laugh,laugh
Bdb001,me018,chan4,55.324,57.835,2.511000000000003,laugh,laugh
Bdb001,fe016,chanB,276.188,276.834,0.646000000000015,laugh,laugh
Bdb001,me018,chan4,276.188,276.834,0.646000000000015,laugh,laugh
Bdb001,me001,chan2,277.05,278.716,1.6659999999999968,laugh,laugh
Bdb001,me011,chan3,612.062,612.544,0.4819999999999709,laugh,laugh
Bdb001,fe016,chanB,1444.993,1446.503,1.509999999999991,laugh,laugh
Bdb001,me011,chan3,1993.302,1996.328,3.0260000000000677,laugh,laugh
Bdb001,me011,chan3,2076.698,2077.623,0.925000000000182,laugh,laugh
Bdb001,fe016,chanB,2096.167,2097.591,1.4239999999999782,laugh,laugh
Bdb001,me011,chan3,2096.167,2097.591,1.4239999999999782,laugh,laugh
Bdb001,mn017,chan1,2099.21,2100.2,0.9899999999997816,laugh,laugh
Bdb001,me011,chan3,2124.022,2124.951,0.9290000000000872,laugh,laugh
Bdb001,me011,chan3,2408.912,2411.6,2.688000000000102,laugh,laugh
Bdb001,me018,chan4,2408.912,2411.6,2.688000000000102,laugh,laugh
Bdb001,me001,chan2,2409.132,2410.833,1.7010000000000218,laugh,laugh
Bdb001,fe016,chanB,2409.598,2411.3,1.7020000000002256,laugh,laugh
Bdb001,me001,chan2,2493.246,2494.07,0.8240000000000691,laugh,laugh
Bdb001,fe016,chanB,2692.052,2693.36,1.3079999999999927,laugh,laugh
Bdb001,fe016,chanB,2696.129,2697.791,1.662000000000262,laugh,laugh
Bdb001,mn017,chan1,2696.449,2697.853,1.4039999999999964,laugh,laugh
Bdb001,fe016,chanB,2711.571,2713.25,1.679000000000087,laugh,laugh
Bdb001,mn017,chan1,2787.831,2788.306,0.474999999999909,laugh,laugh
Bed002,mn015,chan1,26.31,27.481,1.171000000000003,laugh,laugh
Bed002,me011,chan0,43.423,44.579,1.1559999999999988,laugh,laugh
Bed002,fe004,chan4,43.423,44.579,1.1559999999999988,laugh,laugh
Bed002,me010,chan2,402.41,403.431,1.0209999999999582,laugh,laugh
Bed002,me003,chan8,704.453,706.442,1.9890000000000327,laugh,laugh
Bed002,me012,chanB,1214.134,1215.687,1.5529999999998836,laugh,laugh
Bed002,mn015,chan1,1926.168,1927.141,0.9730000000001836,laugh,laugh
Bed002,fe004,chan4,2716.555,2717.316,0.7609999999999673,laugh,laugh
Bed002,mn015,chan1,2747.871,2748.628,0.7570000000000618,laugh,laugh
Bed002,fe004,chan4,2751.102,2751.876,0.774000000000342,laugh,laugh
Bed002,me003,chan8,2753.116,2756.12,3.0039999999999054,laugh,laugh
Bed002,me011,chan0,2753.116,2756.12,3.0039999999999054,laugh,laugh
Bed002,fe004,chan4,2753.116,2756.12,3.0039999999999054,laugh,laugh
Bed002,me010,chan2,2753.116,2756.12,3.0039999999999054,laugh,laugh
Bed002,me011,chan0,2755.973,2756.879,0.9059999999999492,laugh,laugh
Bed002,me012,chanB,3493.29,3496.63,3.340000000000145,laugh,laugh
Bed002,fe004,chan4,3494.493,3495.633,1.139999999999873,laugh,laugh
Bed002,me010,chan2,3494.493,3495.633,1.139999999999873,laugh,laugh
Bed002,fe004,chan4,3495.247,3497.979,2.731999999999971,laugh,laugh
Bed002,me003,chan8,3591.937,3592.986,1.0489999999999782,laugh,laugh
Bed002,me011,chan0,3591.937,3592.986,1.0489999999999782,laugh,laugh
Bed002,me012,chanB,3591.937,3592.986,1.0489999999999782,laugh,laugh
Bed002,fe004,chan4,3653.975,3655.342,1.3670000000001892,laugh,laugh
Bed002,mn015,chan1,3807.538,3809.543,2.005000000000109,laugh,laugh
Bed002,me003,chan8,3808.5,3809.475,0.974999999999909,laugh,laugh
Bed002,fe004,chan4,3808.5,3809.475,0.974999999999909,laugh,laugh
Bed002,me010,chan2,3808.5,3809.475,0.974999999999909,laugh,laugh
Bed002,me003,chan8,3832.083,3833.42,1.336999999999989,laugh,laugh
Bed002,me011,chan0,3832.083,3833.42,1.336999999999989,laugh,laugh
Bed002,fe004,chan4,3832.083,3833.42,1.336999999999989,laugh,laugh
Bed002,me011,chan0,3834.97,3835.88,0.9100000000003092,laugh,laugh
Bed003,me012,chan3,39.371,40.083,0.7119999999999962,laugh,laugh
Bed003,me003,chan2,40.04,41.6,1.5600000000000025,laugh,laugh
Bed003,mn015,chan1,41.08,43.001,1.9209999999999996,laugh,laugh
Bed003,me012,chan3,41.08,43.001,1.9209999999999996,laugh,laugh
Bed003,mn015,chan1,51.11,52.77,1.6600000000000037,laugh,laugh
Bed003,fe004,chan4,51.11,52.77,1.6600000000000037,laugh,laugh
Bed003,me012,chan3,97.34,98.16,0.8199999999999932,laugh,laugh
Bed003,me012,chan3,107.61,109.56,1.9500000000000028,laugh,laugh
Bed003,fe004,chan4,110.462,111.74,1.2779999999999916,laugh,laugh
Bed003,fe004,chan4,129.3,130.1,0.799999999999983,laugh,laugh
Bed003,mn015,chan1,131.845,133.53,1.6850000000000025,laugh,laugh
Bed003,fe004,chan4,131.845,133.53,1.6850000000000025,laugh,laugh
Bed003,mn015,chan1,134.53,136.227,1.6970000000000027,laugh,laugh
Bed003,me012,chan3,134.53,136.227,1.6970000000000027,laugh,laugh
Bed003,mn015,chan1,161.058,162.25,1.1920000000000073,laugh,laugh
Bed003,me003,chan2,161.058,162.25,1.1920000000000073,laugh,laugh
Bed003,mn015,chan1,162.882,164.209,1.3269999999999982,laugh,laugh
Bed003,me003,chan2,162.882,164.209,1.3269999999999982,laugh,laugh
Bed003,me003,chan2,174.01,175.11,1.1000000000000227,laugh,laugh
Bed003,mn015,chan1,175.72,177.4,1.6800000000000068,laugh,laugh
Bed003,me012,chan3,193.79,194.407,0.6170000000000186,laugh,laugh
Bed003,mn015,chan1,199.02,199.65,0.6299999999999955,laugh,laugh
Bed003,me012,chan3,199.447,199.904,0.4569999999999936,laugh,laugh
Bed003,me003,chan2,300.37,301.49,1.1200000000000043,laugh,laugh
Bed003,mn015,chan1,549.556,550.501,0.9449999999999364,laugh,laugh
Bed003,fe004,chan4,549.556,550.501,0.9449999999999364,laugh,laugh
Bed003,fe004,chan4,972.98,974.13,1.1499999999999773,laugh,laugh
Bed003,fe004,chan4,1004.866,1005.682,0.8160000000000309,laugh,laugh
Bed003,me003,chan2,1016.409,1019.54,3.130999999999972,laugh,laugh
Bed003,mn015,chan1,1017.23,1018.964,1.7340000000000373,laugh,laugh
Bed003,fe004,chan4,1017.23,1018.964,1.7340000000000373,laugh,laugh
Bed003,me003,chan2,1075.697,1076.35,0.65300000000002,laugh,laugh
Bed003,mn015,chan1,1078.31,1079.509,1.1990000000000691,laugh,laugh
Bed003,me003,chan2,1078.31,1079.509,1.1990000000000691,laugh,laugh
Bed003,fe004,chan4,1080.7,1081.502,0.8019999999999072,laugh,laugh
Bed003,me012,chan3,1080.7,1081.502,0.8019999999999072,laugh,laugh
Bed003,fe004,chan4,1089.46,1090.4,0.9400000000000546,laugh,laugh
Bed003,me003,chan2,1090.515,1091.351,0.8360000000000127,laugh,laugh
Bed003,fe004,chan4,1091.21,1092.231,1.0209999999999582,laugh,laugh
Bed003,mn015,chan1,1092.916,1094.85,1.933999999999969,laugh,laugh
Bed003,me003,chan2,1111.821,1115.308,3.48700000000008,laugh,laugh
Bed003,fe004,chan4,1112.97,1114.347,1.3769999999999527,laugh,laugh
Bed003,me012,chan3,1112.97,1114.347,1.3769999999999527,laugh,laugh
Bed003,fe004,chan4,1144.01,1144.979,0.9690000000000508,laugh,laugh
Bed003,mn015,chan1,1145.298,1146.79,1.4919999999999618,laugh,laugh
Bed003,me003,chan2,1145.298,1146.79,1.4919999999999618,laugh,laugh
Bed003,me012,chan3,1145.298,1146.79,1.4919999999999618,laugh,laugh
Bed003,me003,chan2,1405.274,1407.479,2.2050000000001546,laugh,laugh
Bed003,fe004,chan4,1406.42,1407.58,1.1599999999998545,laugh,laugh
Bed003,mn015,chan1,1535.655,1538.196,2.54099999999994,laugh,laugh
Bed003,me003,chan2,1535.655,1538.196,2.54099999999994,laugh,laugh
Bed003,mn015,chan1,1536.822,1537.59,0.7680000000000291,laugh,laugh
Bed003,fe004,chan4,1716.045,1716.794,0.7490000000000236,laugh,laugh
Bed003,me012,chan3,1716.045,1716.794,0.7490000000000236,laugh,laugh
Bed003,me003,chan2,1799.02,1799.773,0.7529999999999291,laugh,laugh
Bed003,fe004,chan4,1799.02,1799.773,0.7529999999999291,laugh,laugh
Bed003,mn015,chan1,1843.567,1844.85,1.2829999999999018,laugh,laugh
Bed003,me003,chan2,1843.567,1844.85,1.2829999999999018,laugh,laugh
Bed003,me012,chan3,1843.567,1844.85,1.2829999999999018,laugh,laugh
Bed003,fe004,chan4,1966.361,1967.28,0.918999999999869,laugh,laugh
Bed003,mn015,chan1,1971.53,1972.256,0.7260000000001128,laugh,laugh
Bed003,fe004,chan4,1971.53,1972.256,0.7260000000001128,laugh,laugh
Bed003,me012,chan3,1971.53,1972.256,0.7260000000001128,laugh,laugh
Bed003,mn015,chan1,1972.671,1974.181,1.509999999999991,laugh,laugh
Bed003,me003,chan2,1972.671,1974.181,1.509999999999991,laugh,laugh
Bed003,me012,chan3,1972.671,1974.181,1.509999999999991,laugh,laugh
Bed003,me003,chan2,1993.792,1994.665,0.8730000000000473,laugh,laugh
Bed003,mn015,chan1,1995.38,1996.108,0.7279999999998381,laugh,laugh
Bed003,fe004,chan4,1995.38,1996.108,0.7279999999998381,laugh,laugh
Bed003,mn015,chan1,1998.9,2001.363,2.462999999999965,laugh,laugh
Bed003,me003,chan2,1998.9,2001.363,2.462999999999965,laugh,laugh
Bed003,me012,chan3,1998.9,2001.363,2.462999999999965,laugh,laugh
Bed003,fe004,chan4,1999.44,2000.351,0.9110000000000582,laugh,laugh
Bed003,me003,chan2,2002.011,2003.518,1.5070000000000618,laugh,laugh
Bed003,fe004,chan4,2002.011,2003.518,1.5070000000000618,laugh,laugh
Bed003,me012,chan3,2002.011,2003.518,1.5070000000000618,laugh,laugh
Bed003,fe004,chan4,2652.04,2652.935,0.8949999999999818,laugh,laugh
Bed003,mn015,chan1,2652.49,2654.668,2.1780000000003383,laugh,laugh
Bed003,mn015,chan1,2710.352,2711.135,0.7830000000003565,laugh,laugh
Bed003,me003,chan2,2711.58,2712.478,0.8980000000001382,laugh,laugh
Bed003,mn015,chan1,2723.47,2724.65,1.180000000000291,laugh,laugh
Bed003,mn015,chan1,2729.25,2729.66,0.4099999999998545,laugh,laugh
Bed003,fe004,chan4,2729.25,2729.66,0.4099999999998545,laugh,laugh
Bed003,me012,chan3,2787.7,2788.406,0.706000000000131,laugh,laugh
Bed003,fe004,chan4,2788.644,2791.32,2.6760000000003856,laugh,laugh
Bed003,me012,chan3,2788.644,2791.32,2.6760000000003856,laugh,laugh
Bed003,fe004,chan4,2789.984,2791.17,1.1860000000001492,laugh,laugh
Bed003,mn015,chan1,2792.9,2794.088,1.188000000000102,laugh,laugh
Bed003,fe004,chan4,2792.9,2794.088,1.188000000000102,laugh,laugh
Bed003,fe004,chan4,2795.096,2796.71,1.6140000000000327,laugh,laugh
Bed003,me012,chan3,2795.096,2796.71,1.6140000000000327,laugh,laugh
Bed003,me012,chan3,2922.44,2923.58,1.139999999999873,laugh,laugh
Bed003,mn015,chan1,2926.38,2927.042,0.6619999999998072,laugh,laugh
Bed003,fe004,chan4,2926.38,2927.042,0.6619999999998072,laugh,laugh
Bed003,me012,chan3,2926.38,2927.042,0.6619999999998072,laugh,laugh
Bed003,mn015,chan1,2929.243,2930.85,1.606999999999971,laugh,laugh
Bed003,fe004,chan4,2929.243,2930.85,1.606999999999971,laugh,laugh
Bed003,me012,chan3,2929.243,2930.85,1.606999999999971,laugh,laugh
Bed003,me003,chan2,2929.65,2930.29,0.6399999999998727,laugh,laugh
Bed003,fe004,chan4,2938.86,2939.807,0.9469999999996616,laugh,laugh
Bed003,mn015,chan1,2945.25,2946.204,0.9540000000001784,laugh,laugh
Bed003,fe004,chan4,2945.25,2946.204,0.9540000000001784,laugh,laugh
Bed003,mn015,chan1,2953.89,2955.3,1.4100000000003092,laugh,laugh
Bed003,me003,chan2,2953.89,2955.3,1.4100000000003092,laugh,laugh
Bed003,fe004,chan4,2955.77,2956.687,0.9169999999999164,laugh,laugh
Bed003,mn015,chan1,3006.962,3007.802,0.8400000000001455,laugh,laugh
Bed003,me003,chan2,3034.75,3035.91,1.1599999999998545,laugh,laugh
Bed003,fe004,chan4,3035.071,3035.866,0.7950000000000728,laugh,laugh
Bed003,mn015,chan1,3178.34,3179.334,0.9939999999996872,laugh,laugh
Bed003,me003,chan2,3178.34,3179.334,0.9939999999996872,laugh,laugh
Bed003,fe004,chan4,3179.334,3179.894,0.5599999999999454,laugh,laugh
Bed003,fe004,chan4,3182.6,3183.279,0.6790000000000873,laugh,laugh
Bed003,mn015,chan1,3222.733,3224.06,1.3269999999997708,laugh,laugh
Bed003,fe004,chan4,3242.4,3243.642,1.2419999999997344,laugh,laugh
Bed003,me012,chan3,3242.4,3243.642,1.2419999999997344,laugh,laugh
